Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
A1S4J 428;CAMISA TIMBERLAND SS MILLERS POLO A1S4J 428 S;1,350.00;TIMBERLAND;ROPA;1;675.00;675.00;31/5/2018;L1,190.00;
A1SZW 288;PANTALON PRFLE LK STRCH TWL BLUE A1SZW 288 30X32;1,850.00;TIMBERLAND;ROPA;1;925.00;925.00;21/12/2017;L1,690.00;
A1L46 L41;P. TIMBERLAND SQM LK STRETCH BLUE A1L46 L41 30X32 ;1,990.00;TIMBERLAND;ROPA;1;1,393.00;1,393.00;31/5/2018;L1,890.00;
A1ND7;T. KENDRICK CAP TOE OXF BLACK A1ND7 # 7.5;3,290.00;TIMBERLAND;ZAPATO;1;2,632.00;2,632.00;30/10/2018;L2,990.00;
A1LIL 464;C. SS SLIM MILLERS RVR OCEAN DEPT A1LIL 464 # XL;1,190.00;TIMBERLAND;ROPA;1;1,190.00;1,190.00;30/10/2018;L990.00;
A1LP5 052;CAMISA TIMBERLAND S DUNSTAN GREY A1LP5 052 S;790.00;TIMBERLAND;ROPA;1;790.00;790.00;31/5/2018;L750.00;
VN0A3276UT2;VANS OLD SKOOL MICKEY/CHECKER VN0A3276UT2 10.5;1,590.00;VANS;ZAPATO;1;1,590.00;1,590.00;2/2/2019;L1,490.00;
GIFTCARD1500;GIFTCARD VALOR 1500;1,500.00;SIN MARCA;SIN SECCION;1;1,500.00;1,500.00;0/1/1900;L0.00;
NMZ09010OS;MUÑEQUERA NIKE BLACK PRO COMBAT NMZ09010OS;490.00;NIKE;ACCESORIOS;1;490.00;490.00;28/7/2018;L450.00;
191459 01;T.P LIMITLESS 2 BLACK 191459 01 # 5C;1,590.00;PUMA;ZAPATO;1;1,116.00;1,116.00;16/8/2018;L1,450.00;
SOL-BNS200;BODY SCUL MAGNETIC ELBOW SUPP SOL-BNS200;290.00;BODY;ACCESORIOS;1;145.00;145.00;30/3/2017;L250.00;
761965C;T.CONVERSE INFNT CTAS 2V OX NAVY WH 761965C # 6;1,290.00;CONVERSE;ZAPATO;1;790.00;790.00;4/12/2018;L1,190.00;
7-36CAM0048RS7;T.LACOSTE LEROND RED 7-36CAM0048RS7 # 7;2,590.00;LACOSTE;ZAPATO;1;1,290.00;1,290.00;7/12/2018;L2,390.00;
812654-414;T.N TANJUN NAVY/WHT 812654 414 # 6.5;1,990.00;NIKE;ZAPATO;1;1,700.00;1,700.00;30/10/2018;L1,890.00;
AJ7795-044;T. W NIKE AIR ZOOM ELEVATE MTLC AJ7795-044 # 5;3,250.00;NIKE;ZAPATO;1;3,275.00;3,275.00;24/1/2019;L2,990.00;
STS81792;Z SPERRY ANGELFISH MESH SAHARA STS81792 # 5.5;2,990.00;SPERRY TOP SIDER;ZAPATO;1;3,015.00;3,015.00;1/12/2018;L2,790.00;
SX4732 114;CALCETA NIKE 3K WHITE SX4732 114 M;490.00;NIKE;ACCESORIOS;1;499.00;499.00;8/2/2018;L450.00;
BB-979-B;PESAS/P/TOBILLO 10 LBS PAR BB-979-B ;650.00;BODY SCULPTURE;ACCESORIOS;1;659.00;659.00;4/3/2019;L590.00;
FOR-8000-14-BL;GUANTES BOX BLACK FOR-8000-14-BL ;890.00;FORTIS;ACCESORIOS;1;850.00;850.00;4/3/2019;L850.00;
BB-2010EG-B;BODY SCULTURE BODY TRIMMER GREY BB-2010EG-B;250.00;BODY SCULPTURE;ACCESORIOS;1;250.00;250.00;1/10/2018;L190.00;
BW-85N;GUANTES LEATHER FITNESS GLOVES BLACK BW-85N M;390.00;BODY SCULPTURE;ACCESORIOS;1;390.00;390.00;1/10/2018;L350.00;
8-007327780;T. DE BAÑO SPEEDO BLK 8-007327780 # 30;490.00;SPEEDO;ROPA;1;490.00;490.00;4/3/2019;L450.00;
161502C;T.CONVERSE  HIGH STREET BURGUNDY 151602C # 9;1,990.00;CONVERSE;ZAPATO;1;895.00;895.00;4/12/2018;L1,890.00;
UM3010PU BROWN;Z.KEN DRAKO UM3010PU BROWN # 7.5;990.00;KENNETH COLE;ZAPATO;1;400.00;400.00;14/2/2018;L0.00;
FOR-1919;WEIGHTLIFTING STRAPS BLK FOR-1919;190.00;FORTIS;ACCESORIOS;1;150.00;150.00;1/10/2018;L150.00;
A1SME 052;C. LS MILLERS RIVER POL MED GRY H A1SME 052 # XL;1,290.00;TIMBERLAND;ROPA;1;1,096.50;1,096.50;30/10/2018;L1,190.00;
KC577;"Wave Black
";590.00;K2C;ROPA;1;590.00;590.00;#N/A;#N/A;
TUN-V-350T;RED VOLEYBALL PROFLITE BLK/BLUE TUN-V-350T;990.00;TUN;ACCESORIOS;1;990.00;990.00;4/3/2019;L890.00;
NOBC496818;BOTE NIKE GREY ;390.00;NIKE;ACCESORIOS;1;350.00;350.00;28/7/2018;L350.00;
939352-100;C. W NSW TOP SS METALLIC WHT 939352-100 # L;990.00;NIKE;ROPA;1;890.00;890.00;24/1/2019;L890.00;
STS18494;S.SPERRY DEFENDER NAVY STS18494 # 7;1,390.00;SPERRY TOP SIDER;SANDALIAS;1;1,181.50;1,181.50;18/8/2018;L1,290.00;
A1MTV-32 N67;D. SARGENT LAKE DENIM TINTED VINT A1MTV-32 N67 36;1,990.00;TIMBERLAND;ROPA;1;1,990.00;1,990.00;26/11/2018;L1,790.00;
A15DB A49;SHORT T. SQM LK OXF RVSBLE PURPLE A15DB A49 # 30;2,650.00;TIMBERLAND;ROPA;1;1,325.00;1,325.00;18/10/2016;L2,390.00;
021915 01;GORRA PUMA TEC TRUKER CAP BLACK 021915 01;450.00;PUMA;ACCESORIOS;1;350.00;350.00;10/5/2019;L390.00;COBRAR
KC260;SERENA BOLT/PURPLE;490.00;K2C;ROPA;1;490.00;490.00;0/1/1900;L0.00;
599409-028;T.N WMS AIR MAX THEA BLK/WH 599409 028 # 5;2,695.00;NIKE;ZAPATO;1;2,290.75;2,290.75;30/10/2018;L2,550.00;
A1QDQ;Z.T LAFAYETTE PARK BLCK A1QDQ # 7.5;3,190.00;TIMBERLAND;ZAPATO;1;2,550.00;2,550.00;27/9/2018;L2,990.00;
A1E9L J38;GORRA TIMBERLAND COTTON TWILL BLUE A1E9L J38;990.00;TIMBERLAND;ACCESORIOS;1;855.00;855.00;25/7/2018;L950.00;
943285-402;T. FLEX EXPERIENCE RN 7 BLUE/HYP 943285-402 # 10.5;1,690.00;NIKE;ZAPATO;1;1,544.00;1,544.00;28/11/2018;L1,590.00;
VN0A38F79H7;T.V MARVEL SPIDER-MAN  VN0A38F79H7 # 7;2,190.00;VANS;ZAPATO;1;1,000.00;1,000.00;17/8/2018;L1,990.00;
MR3065PU BLACK WHITE;T.KN COLLATERAL STRIPS MR3065PU BLACK WHITE  # 7;990.00;KENNETH COLE;ZAPATO;1;690.00;690.00;14/2/2018;L0.00;
CG58439;T. SPERRY SP-CREST VIBE WT/LTHRT CG58439 # 8.5;1,290.00;SPERRY TOP SIDER;ZAPATO;1;890.00;890.00;30/10/2017;L1,090.00;
075619 01;BILLETERA PUMA BETA WALLET BLK 075619 01;350.00;PUMA;ACCESORIOS;1;290.00;290.00;16/8/2018;L290.00;
A1L3M;T. SPLITROCK 2 BEIGE A1L3M # 7;3,190.00;TIMBERLAND;ZAPATO;1;3,190.00;3,190.00;22/7/2018;L2,990.00;
A1MT6-32 433;P. SRGNT LK GD 5PKT DARK SAPPHIR A1MT6-32 433 36;1,890.00;TIMBERLAND;ROPA;1;945.00;945.00;26/11/2018;L1,690.00;
A1EBP 582;TB095612TA CREW WARM GREY HT;750.00;TIMBERLAND;ACCESORIOS;1;690.00;690.00;26/11/2018;L690.00;
A1LOT F42;C. SS DUNSTAN RIVER CRE STRONG BL A1LOT F42 # XL;790.00;TIMBERLAND;ROPA;1;395.00;395.00;30/10/2018;L690.00;
BQ8843-001;T. NIKE STAR RUNNER PLATIM/ORANG BQ8843-001 # 13.5;1,690.00;NIKE;ZAPATO;1;1,590.00;1,590.00;25/2/2019;L1,590.00;
KC594;Wave Est/Purple;590.00;K2C;ROPA;1;590.00;590.00;0/1/1900;L0.00;
KC12;HIBI WAISTED BLACK ;499.00;K2C;ROPA;1;399.20;399.20;0/1/1900;L0.00;
AH5556-002;T. NIKE VIALE BTV BLACK/WHITE AH5556-002 # 5;1,390.00;NIKE;ZAPATO;1;1,390.00;1,390.00;28/11/2018;L1,290.00;
AQ9728-063;L. W NSW LGGNG GX HYPER FEMME AQ9728-063 # L;1,090.00;NIKE;ROPA;1;1,090.00;1,090.00;24/1/2019;L990.00;
A1LOT J02;CAMISA TIMBERLAND SS RIVER GREEN A1LOT J02 S;790.00;TIMBERLAND;ROPA;1;395.00;395.00;31/5/2018;L750.00;
A1IM6;T.ILLINGTON CHUKKA  BROW A1IM6 # 7;2,990.00;TIMBERLAND;ZAPATO;1;1,794.00;1,794.00;22/7/2018;L2,790.00;
A1QE3;Z.T LAFAYETTE PARK BLCK A1QE3 # 7.5;2,890.00;TIMBERLAND;ZAPATO;1;1,734.00;1,734.00;27/9/2018;L2,690.00;
618919 605;S.N WMNS BENASSI PURPLE 618919 605 # 5;990.00;NIKE;SANDALIAS;1;495.00;495.00;28/9/2018;L950.00;
STS82405;Z. SPERRY CREST VIBE METALLIC GOLD STS82405 # 5.5;1,890.00;SPERRY TOP SIDER;ZAPATO;1;945.00;945.00;1/12/2018;L1,690.00;
BB-001-26-B;"GYM BALL PURPLE 26""/ 65 cm BB-001-26-B  ";450.00;BODY SCULPTURE;ACCESORIOS;1;450.00;450.00;4/3/2019;L390.00;
819719 100;T.N CRTEZ WHT//BLU 819719 100 # 6.5 ;2,150.00;NIKE;ZAPATO;1;790.00;790.00;8/2/2018;L1,990.00;
NMS42010LG;MANGA PARA MUSLO BLACK NMS42010MD L;390.00;NIKE;ACCESORIOS;1;390.00;390.00;19/2/2018;L350.00;
8-083863087;GORRO SPEEDO NIÑA ROSA 8-083863087;290.00;SPEEDO;ACCESORIOS;1;290.00;290.00;4/3/2019;L250.00;
AQU-23000 BLAK;GORRO AQUATEK  AQU-23000 BLAK;250.00;AQUATEK;ACCESORIOS;1;175.00;175.00;2/8/2016;L190.00;
UM71035PU BLACK;Z.KEN WALK TOGETHER UM71035PU BLACK # 40;990.00;KENNETH COLE;ZAPATO;1;645.00;645.00;14/2/2018;L0.00;
S-001 NAVY;CALCETIN MR JONES NAVY  S-001 NAVY ;90.00;MR JONES;ACCESORIOS;1;45.00;45.00;4/2/2017;L80.00;
454500 104;T.N PICO 4 PSV WHT 454500 104 # 10.5C;1,390.00;NIKE;ZAPATO;1;891.00;891.00;8/2/2018;L1,250.00;
366111 02;T.P SUEDE PLATFORM LUNA PINK 366111 02 # 5.5;2,150.00;PUMA;ZAPATO;1;891.00;891.00;2/6/2018;L1,990.00;
6347A;T. ABINGTON CAMP CHUKKA DARK 6347A #7;3,790.00;TIMBERLAND;ZAPATO;1;590.00;590.00;4/7/2014;L1,895.00;
BB-989-B;PESAS P/MUÑEQUERA  10LBS PAR BB-989-B ;450.00;BODY SCULPTURE;ACCESORIOS;1;390.00;390.00;11/6/2018;L390.00;
VN0004LGIX6;SANDALIAS VANS BLK VN0004LGIX6 # 5;990.00;VANS;SANDALIAS;1;950.00;950.00;10/5/2019;L950.00;ESTA BUENO
833424 006;T.N FREE BLACK/MUTCOL 833424 006 # 5;1,990.00;NIKE;ZAPATO;1;1,490.00;1,490.00;23/11/2017;L1,790.00;
AQU-40119;LENTE AQUATEK  AQU-40119;290.00;AQUATEK;ACCESORIOS;1;145.00;145.00;22/7/2016;L250.00;
832884-100;T. NIKE DOWNSHIFTER 6 WHT/WHT 832884-100 # 5;1,390.00;NIKE;ZAPATO;1;1,315.00;1,315.00;28/11/2018;L1,290.00;
021769 02;GORRA BMW PUMA WHT/BLK 021769 02;650.00;PUMA;ACCESORIOS;1;599.00;599.00;16/8/2018;L590.00;
FOR-EM-3016-PINK;ALFOMBRA PARA LLOGA FOR-EM-3016-PINK ;490.00;FORTIS;ACCESORIOS;1;420.00;420.00;#N/A;#N/A;
A1KOZ-J47;C.T LIN SPACE DYE BLUE A1KOZ-J47 # S;1,950.00;TIMBERLAND;ROPA;1;1,560.00;1,560.00;25/7/2018;L1,790.00;
7082 BLK;FAJA KENNET COLE BLACK 7082 BLK 34;1,230.00;KENNETH COLE;ACCESORIOS;1;615.00;615.00;17/3/2017;L1,130.00;
VN0A3WLNVUD;VANS VARIX Wc TURTLEDOVE/TRU VN0A3WLNVUD # 4;2,990.00;VANS;ZAPATO;1;2,790.00;2,790.00;10/5/2019;L2,790.00;ESTA BUENO
A1IDB;T. SANDALIA WILD DUNES BLACK A1IDB # 8;1,250.00;TIMBERLAND;SANDALIAS;1;1,000.00;1,000.00;22/4/2019;L1,150.00;COBRAR
A1KT6-93;C.T MILL LIN SHIRT HWITE A1KT6 K93 # S;1,590.00;TIMBERLAND;ROPA;1;1,590.00;1,590.00;25/7/2018;L1,490.00;
A1KPM-I79;C.T COT LIN MADRAAS SH A1KPM-I79 # S;1,590.00;TIMBERLAND;ROPA;1;795.00;795.00;25/7/2018;L1,490.00;
AR3656-010;N.C. NSW AIR HOODIE FZ FLC BLK/WHT AR3656-010 # XS;1,990.00;NIKE;ROPA;1;1,990.00;1,990.00;22/2/2019;L1,790.00;
AA4079-009;T. NIKE LUNARSOLO BLK/CHROM AA4079-009 # 7.5;2,590.00;NIKE;ZAPATO;1;2,201.50;2,201.50;22/2/2019;L2,390.00;
362795 20;T.P ROMA BASIC SUMMER PS RED 362795 20 # 11C;1,190.00;PUMA;ZAPATO;1;1,190.00;1,190.00;10/5/2019;L990.00;ESTA BUENO
1J794C;T. CONVERSE ALL STAR GREEN/WHT 1J794C # 3;1,450.00;CONVERSE;ZAPATO;1;750.00;750.00;3/7/2017;L1,250.00;
LR1715PU SILVER;Z.KEN COLE ILONKA SILVER LR1715PU SILVER  # 6;990.00;KENNETH COLE;ZAPATO;1;990.00;990.00;1/9/2017;L0.00;
AC104EX YELLOW;OVERGRIP WAVE GRAP YELLOW AC104EX YELLOW;150.00;YONEX;ACCESORIOS;1;150.00;150.00;20/10/2016;L120.00;
FOR-1904-PK-XL;GUANTES DE LEV DE PESO PINK FOR-1904-PK-XL;350.00;FORTIS;ACCESORIOS;1;350.00;350.00;1/10/2018;L290.00;
K1055;BOLSO DE DAMA BONE K1055;1,790.00;KENNETH COLE;ACCESORIOS;1;1,590.00;1,590.00;10/5/2019;L1,590.00;ESTA BUENO
K1017;BOLSO DE DAMA NUDE K1017;1,790.00;KENNETH COLE;ACCESORIOS;1;1,590.00;1,590.00;10/5/2019;L1,590.00;ESTA BUENO
653030 156;PRO TEAM TACKY THIN PINK 653030 156;290.00;BABOLAT;ACCESORIOS;1;290.00;290.00;14/8/2017;L250.00;
191594 02;T.P IGNITE FLASH  DESERT BLK 191594 02 # 7;2,390.00;PUMA;ZAPATO;1;2,200.00;2,200.00;5/12/2018;L2,190.00;
BB-636-B;"YOGA SET PLUS 65CM(26"") GYM BALL, STRAP BB-636-B";890.00;BODY SCULPTURE;ACCESORIOS;1;890.00;890.00;4/3/2019;L850.00;
363847 02;SANDALIA PUMA POPCAT WNS GREN 363847 02 # 5.5;850.00;PUMA;SANDALIAS;1;510.00;510.00;10/2/2018;L790.00;
A1SME 001;C. LS MILLERS RIVER POL BLACK A1SME 001 # XL;1,290.00;TIMBERLAND;ROPA;1;1,290.00;1,290.00;30/10/2018;L1,190.00;
922856-002;T. NIKE DOWNSHIFTER 8 GRY/MTLC 922856-002 # 5;1,390.00;NIKE;ZAPATO;1;1,182.00;1,182.00;28/11/2018;L1,290.00;
A1MKR M52;C. LS SUNCOOK RV POPLIN POMEGRANA A1MKR M52 L;1,490.00;TIMBERLAND;ROPA;1;1,390.00;1,390.00;26/11/2018;L1,390.00;
8-09297C101 GREEN;LENTE NATACIÓN SPEEDO GREEN 8-09297C101;350.00;SPEEDO;ACCESORIOS;1;297.50;297.50;5/3/2019;L290.00;
362468 01;T.P BASKET CLASSIC JR GREEN/BLK 362468 01 # 5C;690.00;PUMA;ZAPATO;1;690.00;690.00;6/2/2017;L0.00;
S000010 B09;T.SP 2750 COTU CLASSIC DAHLIA S000010 B09 # 3.5;1,590.00;SUPERGA;ZAPATO;1;600.00;600.00;4/8/2015;L1,490.00;
366424 09;T.P PACER NEXT NAVY 366424 09 # 1C;1,590.00;PUMA;ZAPATO;1;1,351.50;1,351.50;30/1/2019;L1,490.00;
A1976;T. ATLANTIC HEIGHTS BROW A1976 # 7;3,390.00;TIMBERLAND;ZAPATO;1;1,192.00;1,192.00;21/12/2017;L2,990.00;
A1H69;T. STORMBUCK LITE GREY A1H69 # 7;2,890.00;TIMBERLAND;ZAPATO;1;1,200.00;1,200.00;9/2/2018;L2,650.00;
A1MRS;T. ROSLINDALE SLIDE BROW A1MRS # 12;1,590.00;TIMBERLAND;SANDALIAS;1;1,351.50;1,351.50;31/5/2018;L1,450.00;
A1AMT 130;CAMISA T. LS RATTLE RIVER WHITE A1AMT 130 S;1,890.00;TIMBERLAND;ROPA;1;990.00;990.00;3/7/2017;L1,750.00;
A1VWY;T. BRADSTREET PT OXFORD POTTING BRW A1VWY # 7.5;2,590.00;TIMBERLAND;ZAPATO;1;2,390.00;2,390.00;28/1/2019;L2,390.00;
A1JXL;T. CIT YTREKKER 6 BLACK A1JXL # 7;3,990.00;TIMBERLAND;ZAPATO;1;3,000.00;3,000.00;16/8/2018;L3,690.00;
A1DL5 001;DUO KEEPER BE FAJA DE HOMBRE NEGRA  A1DL5 001 32;1,190.00;TIMBERLAND;ACCESORIOS;1;595.00;595.00;21/12/2017;L990.00;
A1N6M;Z.T FRANKLIN PRK PT BROOG BLK IRIS A1N6M # 7;3,250.00;TIMBERLAND;ZAPATO;1;2,762.50;2,762.50;22/7/2018;L2,990.00;
364920 06;T.P SUEDE HEART SNK BLACK 364920 06 # 5C;1,350.00;PUMA;ZAPATO;1;690.00;690.00;10/2/2018;L1,250.00;
A1S4J E20;CAMISA TIMBERLAND A1S4J E20 GREEN  S;1,590.00;TIMBERLAND;ROPA;1;1,590.00;1,590.00;3/7/2017;L1,490.00;
918230 010;T.N AIR MAX VISION WHT 918230 010 #  6.5;2,590.00;NIKE;ZAPATO;1;1,200.00;1,200.00;1/6/2018;L2,390.00;
599409 029;T.N AIR MAX THEA  GREY 599409 029 # 5;2,790.00;NIKE;ZAPATO;1;2,235.00;2,235.00;15/8/2018;L2,550.00;
V76682;S.R ROCKLAKE BRW V76682 # 8;2,190.00;ROCKPORT;SANDALIAS;1;2,190.00;2,190.00;22/8/2018;L1,990.00;
S76724;T.AD SUPERSTAR GLOSSY TOE W RED S76724 # 5;1,890.00;ADIDAS;ZAPATO;1;1,323.00;1,323.00;5/2/2017;L1,790.00;
VN0A3MVROEN;VANS ULTRARANGE PINK VN0A3MVROEN # 4;2,590.00;VANS;ZAPATO;1;2,590.00;2,590.00;10/5/2019;L2,390.00;ESTA BUENO
11016-410;SANDALIA  CROCS NAVY/WHT 11016-410 # 8;1,590.00;CROCS;SANDALIAS;1;1,192.50;1,192.50;2/3/2019;L1,460.00;
074279 01;CARTERA PUMA  FERRARI RED 074279 01;550.00;PUMA;ACCESORIOS;1;275.00;275.00;10/12/2016;L450.00;
KC579;Bali Magenta ;590.00;K2C;ROPA;1;590.00;590.00;0/1/1900;L0.00;
8-093026817;LENTES SPEEDO ORANGE/BLUE 8-093026817  ;390.00;SPEEDO;ACCESORIOS;1;390.00;390.00;30/7/2018;L350.00;
A1S4J E30;CAMISA T SS MILLER RIV YELLOW A1S4J E30 S;1,590.00;TIMBERLAND;ROPA;1;795.00;795.00;3/7/2017;L1,490.00;
A1EJS TB9;T. GORRA TWILL FLECK YARN HAT DRESS BLU A1EJS TB9;990.00;TIMBERLAND;ACCESORIOS;1;990.00;990.00;28/1/2019;L950.00;
916792 400;T.N NIKE CK RACER GREY 916792 400 # 5;1,790.00;NIKE;ZAPATO;1;1,521.50;1,521.50;28/9/2018;L1,590.00;
367317 04;T.P SUEDE BOW WNS BLK 367317 04 # 5.5;2,150.00;PUMA;ZAPATO;1;1,090.00;1,090.00;#N/A;#N/A;
AQ0575-010;T.N  HUARACHE EXTREME BLUE/WHT AQ0575-010 # 3.5Y;2,490.00;NIKE;ZAPATO;1;2,490.00;2,490.00;30/10/2018;L2,250.00;
VN0A38G1UA5;VANS OLD SKOOL DUSTY OLIV VN0A38G1UA5 # 7;2,190.00;VANS;ZAPATO;1;1,990.00;1,990.00;2/2/2019;L1,990.00;
749864-803;T.N WM CLASSIC CORTEZ NYLON WHITE 749864-803 # 5;2,390.00;NIKE;ZAPATO;1;2,190.00;2,190.00;30/10/2018;L2,290.00;
8-08385C854;GORRO SPEEDO STAR WARS 8-08385C854;390.00;SPEEDO;ACCESORIOS;1;350.00;350.00;4/3/2019;L350.00;
8-08385C853;GORRO SPEEDO BLACK/WH  NIÑO 8-08385C853 ;390.00;SPEEDO;ACCESORIOS;1;350.00;350.00;#N/A;#N/A;
191492 03;T.P TISHATSU RUNNER GREEN 191492 03 # 7;1,890.00;PUMA;ZAPATO;1;1,890.00;1,890.00;16/8/2018;L1,690.00;
WF59589;K. DOUBLE DECKER MINI SEQUIN PEACH WF59589 # 5;1,790.00;KEDS;ZAPATO;1;1,790.00;1,790.00;23/4/2019;L1,590.00;ESTA BUENO
561765C;T.CONVERSE CTAS MADISON OX PINK 561765C # 5;1,790.00;CONVERSE;ZAPATO;1;1,522.00;1,522.00;4/12/2018;L1,690.00;
365333 01; SANDALIA P EPICFLIOBLOSON WNS NAV 365333 01 # 5.5;650.00;PUMA;SANDALIAS;1;550.00;550.00;10/2/2018;L550.00;
STMF14B018-03;MEDIAS 3PACK BLUE/GRAY STMF14B018-03 # 6-12;590.00;SPERRY TOP SIDER;ACCESORIOS;1;590.00;590.00;4/2/2019;L550.00;
NOBA601824;BOTE NIKE BLACK HYPERFUEL NOBA601824;450.00;NIKE;ACCESORIOS;1;225.00;225.00;1/7/2017;L390.00;
M7650C;T.CONVERSE ALL STAR HI WHITE M7650C # 6;1,550.00;CONVERSE;ZAPATO;1;775.00;775.00;3/7/2017;L1,450.00;
366455 01;T.P VIKKY PLATFORM WHT 366455 01 # 5.5;1,890.00;PUMA;ZAPATO;1;800.00;800.00;17/3/2018;L1,790.00;
WF56422;T. KEDS CH MINI DAISY WHITE WF56422 # 5;599.00;KEDS;ZAPATO;1;599.00;599.00;4/2/2017;L0.00;
0799023;Z SPERRY BILLFISH TAN/BIEGE 0799023 # 7;3,290.00;SPERRY TOP SIDER;ZAPATO;1;2,652.00;2,652.00;1/12/2018;L2,990.00;
WF55654;T. KEDS CH SHIMMER DOT SILVER WF55654 # 5;1,450.00;KEDS;ZAPATO;1;725.00;725.00;22/11/2016;L1,290.00;
A18F7;T. EURO SPRINT HIKER NAVY A18F7 # 7;3,190.00;TIMBERLAND;ZAPATO;1;1,595.00;1,595.00;9/2/2018;L2,990.00;
VN0A38H4Q6M;T.V CRIMSON/ GUN RED VN0A38H4Q6M # 10.5C;1,490.00;VANS;ZAPATO;1;600.00;600.00;16/3/2018;L1,390.00;
FOR-1093-SM;GUANTE FORTIS BLUE/BLK FOR-1093-SM;390.00;FORTIS;ACCESORIOS;1;390.00;390.00;4/3/2019;L350.00;
WF58096;T. KEDS KIKSTART GREY WF58096 # 5;1,690.00;KEDS;ZAPATO;1;790.00;790.00;18/3/2018;L1,550.00;
STS17717;SPERRY STRIPER II LTT BROW STS17717 # 7;2,590.00;SPERRY TOP SIDER;ZAPATO;1;1,290.00;1,290.00;13/2/2018;L2,450.00;
STS17718;SPERRY STRIPER II WHITE STS17718 # 7.5;2,590.00;SPERRY TOP SIDER;ZAPATO;1;1,295.00;1,295.00;13/2/2018;L2,450.00;
AR5033-010;NIKE M NSW TEE SZNL CORE 9 SHORT AR5033-010 # M;790.00;NIKE;ROPA;1;644.00;644.00;22/2/2019;L690.00;
UM4010PU BLACK;Z.KEN GET A  GLIMPSE BLACK UM4010PU # 7;990.00;KENNETH COLE;ZAPATO;1;615.00;615.00;14/2/2018;L0.00;
WF58508;T.K. TRIPLE METALLIC ROSE GOLD WF58508 # 5;1,590.00;KEDS;ZAPATO;1;790.00;790.00;30/11/2018;L1,390.00;
415445-102;T.N. AIR MONARCH IV WHT/NVY 415445-102 # 7.5;2,190.00;NIKE;ZAPATO;1;1,890.00;1,890.00;28/11/2018;L1,990.00;
739376 100;GORRA NIKE SPTCAS WHITE 739376 100;550.00;NIKE;ACCESORIOS;1;495.00;495.00;29/9/2018;L490.00;
364078 01;T.P BASKET HEARTGLITTER WHT/GOLD 364078 01  # 5.5;2,290.00;PUMA;ZAPATO;1;990.00;990.00;10/2/2018;L2,150.00;
366488 06;T.P SMASH PLATFORM PINK/WHITE 366488 06 # 5.5;1,990.00;PUMA;ZAPATO;1;1,190.00;1,190.00;16/8/2018;L1,790.00;
10075 100;SANDALIA CROCS ROOMY FIT WHITE 10075 100 # 12;1,590.00;CROCS;SANDALIAS;1;1,351.50;1,351.50;23/7/2018;L1,390.00;
A1MTJ-32 288;P. SRGNT LK CHINO DARK DENIM A1MTJ-32 288 34;1,890.00;TIMBERLAND;ROPA;1;1,890.00;1,890.00;26/11/2018;L1,690.00;
A1MTJ-32 433;P. SRGNT LK CHINO DARK SAPPHIR A1MTJ-32 433 36;1,890.00;TIMBERLAND;ROPA;1;945.00;945.00;26/11/2018;L1,690.00;
360248 22;SANDALIA P. EPICC FLIP RED/WH 360248 22 # 7;650.00;PUMA;SANDALIAS;1;650.00;650.00;10/2/2018;L550.00;
190949 12;T.P DEFY WN WHITE 190949 12 # 5.5;2,590.00;PUMA;ZAPATO;1;2,201.50;2,201.50;30/1/2019;L2,390.00;
7-36CAM0046291;T.LACOSTE LEROND WH/TAN 7-36CAM0046291 # 7;2,390.00;LACOSTE;ZAPATO;1;2,151.00;2,151.00;21/8/2018;L2,190.00;
SP0040 419;CHIMPA NIKE BLUE SP0040 419 S;350.00;NIKE;ACCESORIOS;1;350.00;350.00;7/6/2018;L290.00;
AJ2105-065;C. M NSW CLUB CAMO HOODIE FZ BB AJ2105-065 # L;1,690.00;NIKE;ROPA;1;1,590.00;1,590.00;24/1/2019;L1,590.00;
8-05594C888;T. DE BAÑO SPEEDO NIÑO NAVY 8-05594C888 # 1;790.00;SPEEDO;ROPA;1;671.50;671.50;4/3/2019;L690.00;
FOR-1086-BL-L;GUANTE FORTIS BLUE/BLK FOR-1086-BL-L;550.00;FORTIS;ACCESORIOS;1;550.00;550.00;4/3/2019;L490.00;
8-11317B972 BLUE;LENTE NATACIÓN SPEEDO BLUE 8-11317B972 BLUE;450.00;SPEEDO;ACCESORIOS;1;450.00;450.00;5/3/2019;L390.00;
816648149006;T.POLO FAXON BLUE 816648149006 # 7;990.00;POLO RALPH LAUREN;ZAPATO;1;990.00;990.00;31/10/2017;L0.00;
8-09297C101 RED;LENTE NATACIÓN SPEEDO RED 8-09297C101;350.00;SPEEDO;ACCESORIOS;1;297.50;297.50;5/3/2019;L290.00;
8-028387239;LENTES SPEEDO ANTI FOG WHT/BLU 8-028387239;490.00;SPEEDO;ACCESORIOS;1;416.50;416.50;31/10/2016;L390.00;
8-09297C101 PURPLE;LENTE NATACIÓN SPEEDO PURPLE 8-09297C101;350.00;SPEEDO;ACCESORIOS;1;297.50;297.50;5/3/2019;L290.00;
8-09297C101 BLUE;LENTE NATACIÓN SPEEDO BLUE 8-09297C101;350.00;SPEEDO;ACCESORIOS;1;297.50;297.50;5/3/2019;L290.00;
708127044;PROTECTOR NASAL SPEEDO CLIP WHITE 708127044;250.00;SPEEDO;ACCESORIOS;1;125.00;125.00;28/3/2017;L190.00;
